Domain ID,Domain Name,Class ID,Class Name,Field ID,Field Name,Keywords,Keywords_it
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,salt,sale
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,ice,ghiaccio
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,sandwiches,panini
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,pizzas,pizze
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,crackers,crackers
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,cereal preparations,preparati a base di cereali
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,"flour and preparations made from cereals, bread, pastry and confectionery, ices","farina e preparazioni a base di cereali, pane, pasticceria e confetteria, ghiaccio"
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruits and vegetables,Frutta e ortaggi freschi
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh vegetables,Ortaggi freschi
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruit,Frutta fresca
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"fruit, fresh","frutta, fresca"
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"vegetables, fresh","ortaggi, freschi"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"agricultural, horticultural and forestry products and grains not included in other classes","prodotti agricoli, orticoli e forestali e cereali non compresi in altre classi"
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,Semi
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,piante e fiori naturali
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,piante e fiori naturali
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,Semi
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,plants,piante
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,trees,alberi
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"garden herbs, fresh","erbe aromatiche da giardino, fresche"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"grains and agricultural, horticultural and forestry products not included in other classes","cereali e prodotti agricoli, orticoli e forestali non compresi in altre classi"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,grains [cereals],grani [cereali]
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,oats,avena
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,wheat,frumento
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,foodstuffs for animals,Prodotti alimentari per animali
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,pet food,alimenti per animali da compagnia
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,animal foodstuffs,alimenti per animali
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,foodstuffs for animals,Prodotti alimentari per animali
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,edible chews for animals,masticazioni commestibili per animali
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,animal feed,mangimi per animali
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,dog biscuits,Biscotti per cani
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,dog food,cibo per cani
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,bird food,alimenti per uccelli
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,strengthening animal forage,rafforzamento del foraggio animale
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,malt,malto
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,malt for brewing and distilling,malto per la produzione e la distillazione della birra
A,Agriculture,31, Natural Agricultural Products,A.31.04,Live Animals,live animals,animali vivi
A,Agriculture,31, Natural Agricultural Products,A.31.04,Live Animals,live animals,animali vivi
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,Semi
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seedlings,Semi di lino
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,plant seeds,semi di piante
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,raw and unprocessed grains and seeds,grani e semi grezzi e non trasformati
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,live plants,piante vive
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,beverages for pets,Bevande per animali da compagnia
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,edible pet treats,Trattamenti commestibili per animali da compagnia
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,litter for animals,lettiera per animali
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,flowers,Fiori
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruits and vegetables,Frutta e ortaggi freschi
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,strengthening animal forage,rafforzamento del foraggio animale
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups and other preparations for making beverages,Sciroppi ed altre preparazioni per la preparazione delle bevande
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups for beverages,sciroppi per bevande
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,essences for making beverages,essenze per la fabbricazione di bevande
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups for making beverages,sciroppi per la fabbricazione di bevande
A,Agriculture,32, Beverages,A.32.05,Beers,beers,birre
A,Agriculture,32, Beverages,A.32.05,Beers,beer,birra
A,Agriculture,32, Beverages,A.32.05,Beers,beer and non-alcoholic beverages,Birra e bevande analcoliche
A,Agriculture,32, Beverages,A.32.05,Beers,malt beer,birra di malto
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit drinks and fruit juices,bevande di frutta e succhi di frutta
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit beverages and fruit juices,bevande di frutta e succhi di frutta
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit juices,Succhi di frutta
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,non-alcoholic fruit juice beverages,bevande non alcoliche a base di succhi di frutta
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,vegetable juices [beverages],succhi di ortaggi [bevande]
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit beverages,bevande alla frutta
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit-based snack food,snack a base di frutta
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic beverages,bevande analcoliche
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,mineral and aerated waters and other non-alcoholic drinks,acque minerali e gassate e altre bevande analcoliche
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,smoothies,frullati
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic drinks,bevande analcoliche
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic fruit extracts,estratti di frutta analcolici
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,isotonic beverages,bevande isotoniche
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,energy drinks,bevande energetiche
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,seltzer water,acqua di seltzer
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,"aperitifs, non-alcoholic","aperitivi, analcolici"
A,Agriculture,32, Beverages,A.32.04,Water,mineral and aerated waters,acque minerali e gassate
A,Agriculture,32, Beverages,A.32.04,Water,mineral water,acqua minerale
A,Agriculture,32, Beverages,A.32.04,Water,bottled water,acqua imbottigliata
A,Agriculture,32, Beverages,A.32.04,Water,table waters,acque da tavola
A,Agriculture,32, Beverages,A.32.04,Water,drinking water,acqua potabile
A,Agriculture,32, Beverages,A.32.04,Water,waters [beverages],acque [bevande]
A,Agriculture,32, Beverages,A.32.99,Other Beverages,powders for effervescing beverages,polveri per bevande effervescenti
A,Agriculture,32, Beverages,A.32.99,Other Beverages,preparations for making beverages,Preparazioni per la preparazione delle bevande
A,Agriculture,32, Beverages,A.32.99,Other Beverages,beer wort,Erba di birra
A,Agriculture,32, Beverages,A.32.99,Other Beverages,extracts of hops for making beer,estratti di luppolo per la fabbricazione di birra
A,Agriculture,32, Beverages,A.32.99,Other Beverages,"cocktails, non-alcoholic","cocktail, analcolici"
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ginger beer,Birra allo zenzero
A,Agriculture,32, Beverages,A.32.99,Other Beverages,soda water,acqua soda
A,Agriculture,32, Beverages,A.32.99,Other Beverages,whey beverages,bevande al siero di latte
A,Agriculture,32, Beverages,A.32.99,Other Beverages,non-alcoholic honey-based beverages,bevande analcoliche a base di miele
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice,ghiaccio
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice cream,gelato
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice,ghiaccio
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,wines,Vini
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,red wine,vino rosso
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,white wine,Vino bianco
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,sparkling wines,Vini spumanti
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,fortified wines,vini fortificati
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,still wines,vini fermi
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,spirits,liquori
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,vodka,vodka
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,gin,"GinCity name (optional, probably does not need a translation)"
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,whisky,"WhiskyCity name (optional, probably does not need a translation)"
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,rum,rum
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,brandy,"BrandyCity name (optional, probably does not need a translation)"
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,distilled spirits,Acquavite distillata
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,spirits [beverages],liquori [bevande]
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,peppermint liqueurs,liquori di menta piperita
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,kirsch,kirsch
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,alcohol extracts,estratti di alcol
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,alcohol essences,essenze alcoliche
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,bitters,amare
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,"pre-mixed alcoholic beverages, other than beer-based","bevande alcoliche preconfezionate, diverse dalle bevande a base di birra"
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,cocktails,cocktail
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,alcoholic cocktails,cocktail alcolici
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,alcoholic preparations for making beverages,Preparazioni alcoliche per la fabbricazione di bevande
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,pre-mixed alcoholic beverages,bevande alcoliche preconfezionate
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,liqueurs,liquori
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,digesters [liqueurs and spirits],digestori [liquori e liquori]
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,peppermint liqueurs,liquori di menta piperita
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,cider,sidro
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,perry,"PerryCity name (optional, probably does not need a translation)"
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages (except beers),Bevande alcoliche (escluse le birre)
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages (except beer),Bevande alcoliche (escluse le birre)
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),"alcoholic beverages, except beer","bevande alcoliche, esclusa la birra"
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),"alcoholic beverages, except beer","bevande alcoliche, esclusa la birra"
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages,bevande alcoliche
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages containing fruit,bevande alcoliche contenenti frutta
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic extracts,estratti alcolici
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic essences,essenze alcoliche
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic preparations for making beverages,Preparazioni alcoliche per la fabbricazione di bevande
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,rice alcohol,alcole di riso
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,sweet wine,vino dolce
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,mulled wines,vinaccioli
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,piquette,picchetta
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,cooking wine,vino da cucina
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,still wines,vini fermi
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,"fruit extracts, alcoholic","estratti di frutta, alcolici"
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,whisky,"WhiskyCity name (optional, probably does not need a translation)"
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,whiskey,"WhiskeyCity name (optional, probably does not need a translation)"
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant services,servizi di ristorazione
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,services for providing food and drink,servizi per la fornitura di cibo e bevande
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurants,ristoranti
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food and drink catering,cibo e bevande catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,self-service restaurants,Ristoranti self-service
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,self-service restaurant services,Servizi di ristorazione self-service
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant and bar services,servizio ristorante e bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,bar services,servizi di bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,bar and restaurant services,servizio bar e ristorante
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,take-out restaurant services,servizi di ristorazione a take-out
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,fast-food restaurant services,Servizi di ristorazione di fast-food
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant reservation services,servizi di prenotazione di ristoranti
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant services for the provision of fast food,servizi di ristorazione per la fornitura di fast food
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shop services,Servizi di caffetteria
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shops,caffetterie
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,café services,servizi di caffetteria
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,café services,servizi di caffetteria
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafés,caffè
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shop services,Servizi di caffetteria
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,preparation of food and drink,preparazione di cibi e bevande
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food preparation,preparazione alimentare
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,takeaway food and drink services,servizi di ristorazione e bevande da asporto
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,snack-bars,snack-bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,snack-bar services,servizi di snack-bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafeteria services,servizi di mensa
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafeterias,caffetterie
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,canteen services,Servizi di mensa
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,canteens,mense
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,providing food and drink,fornitura di cibo e bevande
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,provision of food and drink,fornitura di cibo e bevande
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering services,servizi di catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering,ristorazione
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,temporary accommodation,alloggio temporaneo
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,temporary accommodation reservations,Prenotazioni di alloggi temporanei
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel services,servizi alberghieri
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotels,alberghi
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel accommodation services,servizi di alloggio in hotel
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,providing temporary accommodation,fornitura di alloggio temporaneo;
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,rental of temporary accommodation,affitto di alloggi temporanei
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel reservations,prenotazioni hotel
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,rental of meeting rooms,Affitto di sale riunioni
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,boarding for animals,imbarco per animali
A,Agriculture,43, Hotels and Restaurants,A.43.99,Other Accomodation Services,"rental of chairs, tables, table linen, glassware","noleggio di sedie, tavoli, biancheria da tavola, oggetti di vetro"
A,Agriculture,43, Hotels and Restaurants,A.43.99,Other Accomodation Services,all included in class 43,tutti inclusi nella classe 43
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food and drink catering,cibo e bevande catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering for the provision of food and beverages,ristorazione per la fornitura di alimenti e bevande
B,Business services,35, Advertising and Business,B.35.01,Advertising,advertising,pubblicità
B,Business services,35, Advertising and Business,B.35.01,Advertising,"advertising, marketing, promotional and business","pubblicità, marketing, promozione e business"
B,Business services,35, Advertising and Business,B.35.01,Advertising,advertising,pubblicità
