Domain ID,Domain Name,Class ID,Class Name,Field ID,Field Name,Keywords,Keywords_es
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,mustard,mostaza
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,honey,miel
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,treacle,treacle
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,seasonings,condimentos
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,"vinegar, sauces (condiments)","vinagre, salsas (condimentos)"
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,condiments,condimentos
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,yeast,levadura
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,baking-powder,Pólvora para hornear
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,sugar,azúcar
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,salt,sal
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,ice,hielo
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,sandwiches,sandwiches
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,pizzas,Pizzas
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,crackers,galletitas
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,cereal preparations,Preparaciones para cereales
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,"flour and preparations made from cereals, bread, pastry and confectionery, ices","Harina y preparaciones a base de cereales, pan, pastelería y confitería, hielo"
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruits and vegetables,Frutas y hortalizas frescas
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh vegetables,hortalizas frescas
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruit,Frutas frescas
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"fruit, fresh",Frutas frescas
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"vegetables, fresh","hortalizas, frescas"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"agricultural, horticultural and forestry products and grains not included in other classes","productos agrícolas, hortícolas y forestales y granos no incluidos en otras clases"
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,Semillas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,plantas y flores naturales
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,plantas y flores naturales
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,Semillas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,plants,Plantas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,trees,árboles
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"garden herbs, fresh","Hierbas de jardín, frescas"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"grains and agricultural, horticultural and forestry products not included in other classes","granos y productos agrícolas, hortícolas y forestales no incluidos en otras clases"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,grains [cereals],granos [cereales]
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,oats,avena
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,wheat,trigo
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,foodstuffs for animals,Productos alimenticios para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,pet food,Alimentos para animales de compañía
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,animal foodstuffs,Productos alimenticios para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,foodstuffs for animals,Productos alimenticios para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,edible chews for animals,Masticados comestibles para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,animal feed,Piensos para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,dog biscuits,Galletas para perros
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,dog food,Alimentos para perros
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,bird food,alimentos para aves
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,strengthening animal forage,refuerzo del forraje animal
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,malt,malta
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,malt for brewing and distilling,malta para la elaboración y la destilación
A,Agriculture,31, Natural Agricultural Products,A.31.04,Live Animals,live animals,Animales vivos
A,Agriculture,31, Natural Agricultural Products,A.31.04,Live Animals,live animals,Animales vivos
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,Semillas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seedlings,plántulas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,plant seeds,Semillas de plantas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,raw and unprocessed grains and seeds,Granos y semillas crudos y sin procesar
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,live plants,Plantas vivas
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,beverages for pets,Bebidas para mascotas
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,edible pet treats,golosinas comestibles para animales de compañía
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,litter for animals,camada para animales
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,flowers,Flores
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruits and vegetables,Frutas y hortalizas frescas
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,strengthening animal forage,refuerzo del forraje animal
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups and other preparations for making beverages,Jarabes y demás preparaciones para la preparación de bebidas
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups for beverages,jarabes para bebidas
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,essences for making beverages,esencias para la elaboración de bebidas
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups for making beverages,jarabes para la elaboración de bebidas
A,Agriculture,32, Beverages,A.32.05,Beers,beers,Cervezas
A,Agriculture,32, Beverages,A.32.05,Beers,beer,Cerveza
A,Agriculture,32, Beverages,A.32.05,Beers,beer and non-alcoholic beverages,cerveza y bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.05,Beers,malt beer,cerveza de malta
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit drinks and fruit juices,Bebidas de frutas y zumos de frutas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit beverages and fruit juices,bebidas y zumos de frutas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit juices,Jugos de frutas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,non-alcoholic fruit juice beverages,Bebidas con zumo de frutas no alcohólicas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,vegetable juices [beverages],jugos de verduras [bebidas]
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit beverages,Bebidas de frutas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit-based snack food,Alimentos a base de frutas para picar
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic beverages,Bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,mineral and aerated waters and other non-alcoholic drinks,aguas minerales y gasificadas y otras bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,smoothies,Líquidos
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic drinks,Bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic fruit extracts,Extractos de frutas no alcohólicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,isotonic beverages,Bebidas isotónicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,energy drinks,bebidas energéticas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,seltzer water,agua de seltzer
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,"aperitifs, non-alcoholic","aperitifs, no alcohólicos"
A,Agriculture,32, Beverages,A.32.04,Water,mineral and aerated waters,aguas minerales y gasificadas
A,Agriculture,32, Beverages,A.32.04,Water,mineral water,agua mineral
A,Agriculture,32, Beverages,A.32.04,Water,bottled water,agua embotellada
A,Agriculture,32, Beverages,A.32.04,Water,table waters,Aguas de mesa
A,Agriculture,32, Beverages,A.32.04,Water,drinking water,agua potable
A,Agriculture,32, Beverages,A.32.04,Water,waters [beverages],aguas [bebidas]
A,Agriculture,32, Beverages,A.32.99,Other Beverages,powders for effervescing beverages,Polvos para bebidas efervescentes
A,Agriculture,32, Beverages,A.32.99,Other Beverages,preparations for making beverages,Preparaciones para la elaboración de bebidas
A,Agriculture,32, Beverages,A.32.99,Other Beverages,beer wort,Hierba de cerveza
A,Agriculture,32, Beverages,A.32.99,Other Beverages,extracts of hops for making beer,extractos de lúpulo para la fabricación de cerveza
A,Agriculture,32, Beverages,A.32.99,Other Beverages,"cocktails, non-alcoholic","cocteles, no alcohólicos"
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ginger beer,Cerveza de jengibre
A,Agriculture,32, Beverages,A.32.99,Other Beverages,soda water,agua de soda
A,Agriculture,32, Beverages,A.32.99,Other Beverages,whey beverages,Bebidas de suero
A,Agriculture,32, Beverages,A.32.99,Other Beverages,non-alcoholic honey-based beverages,Bebidas a base de miel no alcohólicas
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice,hielo
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice cream,helado
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice,hielo
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,wines,vinos
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,red wine,vino tinto
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,white wine,Vino blanco
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,sparkling wines,Vinos espumosos
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,fortified wines,vinos fortificados
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,still wines,Vinos tranquilos
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,spirits,Aguardientes
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,vodka,vodka
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,gin,ginebra
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,whisky,whisky
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,rum,ron
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,brandy,brandy
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,distilled spirits,aguardientes destilados
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,spirits [beverages],espíritus [bebidas]
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,peppermint liqueurs,licores de menta
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,kirsch,kirsch
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,alcohol extracts,extractos de alcohol
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,alcohol essences,esencias de alcohol
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,bitters,amargos
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,"pre-mixed alcoholic beverages, other than beer-based","Bebidas alcohólicas premezcladas, distintas de las a base de cerveza"
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,cocktails,cócteles
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,alcoholic cocktails,Cócteles alcohólicos
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,alcoholic preparations for making beverages,Preparaciones alcohólicas para la elaboración de bebidas
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,pre-mixed alcoholic beverages,bebidas alcohólicas premezcladas
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,liqueurs,licores
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,digesters [liqueurs and spirits],digestores [aguardientes y licores]
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,peppermint liqueurs,licores de menta
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,cider,sidra
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,perry,perry
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages (except beers),bebidas alcohólicas (excepto cervezas)
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages (except beer),Bebidas alcohólicas (excepto cerveza)
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),"alcoholic beverages, except beer","Bebidas alcohólicas, excepto cerveza"
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),"alcoholic beverages, except beer","Bebidas alcohólicas, excepto cerveza"
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages,bebidas alcohólicas
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages containing fruit,bebidas alcohólicas que contengan frutas
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic extracts,extractos alcohólicos
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic essences,esencias alcohólicas
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic preparations for making beverages,Preparaciones alcohólicas para la elaboración de bebidas
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,rice alcohol,alcohol de arroz
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,sweet wine,vino dulce
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,mulled wines,Vinos de mesa
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,piquette,piquette
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,cooking wine,vino de cocina
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,still wines,Vinos tranquilos
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,"fruit extracts, alcoholic","extractos de frutas, alcohólicos"
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,whisky,whisky
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,whiskey,Whisky
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant services,servicios de restauración
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,services for providing food and drink,servicios de suministro de alimentos y bebidas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurants,restaurantes
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food and drink catering,comida y bebida catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,self-service restaurants,restaurantes de autoservicio
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,self-service restaurant services,Servicios de restaurante de autoservicio
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant and bar services,servicios de restaurante y bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,bar services,servicios de bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,bar and restaurant services,servicios de bar y restaurante
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,take-out restaurant services,Servicios de restauración para llevar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,fast-food restaurant services,servicios de restaurante de comida rápida
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant reservation services,servicios de reserva de restaurantes
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant services for the provision of fast food,servicios de restauración para el suministro de comida rápida
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shop services,servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shops,cafeterías
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,café services,servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,café services,servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafés,cafés
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shop services,servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,preparation of food and drink,preparación de alimentos y bebidas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food preparation,Preparación de alimentos
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,takeaway food and drink services,Servicios de comidas y bebidas para llevar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,snack-bars,barritas de merienda
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,snack-bar services,servicios de snack-bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafeteria services,Servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafeterias,cafeterías
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,canteen services,Servicios de comedores
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,canteens,cantinas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,providing food and drink,suministro de alimentos y bebidas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,provision of food and drink,suministro de alimentos y bebidas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering services,servicios de restauración
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering,catering
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,temporary accommodation,alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,temporary accommodation reservations,reservas de alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel services,servicios de hotel
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotels,hoteles
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel accommodation services,Servicios de alojamiento en hoteles
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,providing temporary accommodation,proporcionar alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,rental of temporary accommodation,alquiler de alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel reservations,reservas de hotel
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,rental of meeting rooms,alquiler de salas de reuniones
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,boarding for animals,embarque de animales
A,Agriculture,43, Hotels and Restaurants,A.43.99,Other Accomodation Services,"rental of chairs, tables, table linen, glassware","alquiler de sillas, mesas, ropa de mesa, cristalería"
A,Agriculture,43, Hotels and Restaurants,A.43.99,Other Accomodation Services,all included in class 43,todos incluidos en la clase 43
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food and drink catering,comida y bebida catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering for the provision of food and beverages,para el suministro de alimentos y bebidas
B,Business services,35, Advertising and Business,B.35.01,Advertising,advertising,publicidad
B,Business services,35, Advertising and Business,B.35.01,Advertising,"advertising, marketing, promotional and business","publicidad, marketing, promoción y negocios"
B,Business services,35, Advertising and Business,B.35.01,Advertising,advertising,publicidad
B,Business services,35, Advertising and Business,B.35.01,Advertising,direct mail advertising,publicidad directa por correo
