Domain ID,Domain Name,Class ID,Class Name,Field ID,Field Name,Keywords,Keywords_es
A,Agriculture,30, Staple Foods,A.30.01,"Coffee, Tea and Cocoa",coffee-based beverages,bebidas basadas en café
A,Agriculture,30, Staple Foods,A.30.01,"Coffee, Tea and Cocoa",tea-based beverages,bebidas basadas en té
A,Agriculture,30, Staple Foods,A.30.01,"Coffee, Tea and Cocoa",cocoa,Cocoa
A,Agriculture,30, Staple Foods,A.30.01,"Coffee, Tea and Cocoa",artificial coffee,El café artificial
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,rice,El arroz
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,flour and preparations made from cereals,Cervos y preparaciones hechas de cereales
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,bread,El pan
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,pasta,pasta
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,noodles,Nuevos
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,tapioca,El tapioca
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,sago,Sago
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,flour,Flores
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,chocolate,Chocolate
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,confectionery,confeccionistas
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,cakes,Las galletas
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,biscuits,biscoitos
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,cookies,Cookies
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,ice cream,El hielo
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,candy,Cáucaso
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,pastries,Pastores
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,pies,Los pies
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,puddings,Pudding
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,edible ices,El hielo edible
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,vinegar,El vinagre
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,sauces (condiments),Las salsas (condiciones)
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,salt,Sal
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,mustard,Muñeca
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,honey,Miedos
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,treacle,TREACLE
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,seasonings,Temporada
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,"vinegar, sauces (condiments)",Víctor y salsa (condiciones)
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,condiments,condimentos
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,yeast,YESTO
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,baking-powder,Pequeño Powder
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,sugar,El azúcar
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,salt,Sal
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,ice,El hielo
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,sandwiches,Sándwiches
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,pizzas,Pizzas
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,crackers,Los crackers
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,cereal preparations,Preparación de cereales
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,"flour and preparations made from cereals, bread, pastry and confectionery, ices","flor y preparaciones hechas de cereales, pan, pastel y confeccionistas, hielo"
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruits and vegetables,Frutas y verduras frescas
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh vegetables,Las verduras frescas
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruit,Frutas frescas
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"fruit, fresh","Frutas, frescas"
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"vegetables, fresh","Las verduras, frescas"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"agricultural, horticultural and forestry products and grains not included in other classes","productos agrícolas, horticulares y forestales y cereales no incluidos en otras clases"
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,las semillas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,Plantas y flores naturales
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,Plantas y flores naturales
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,las semillas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,plants,Plantas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,trees,árboles
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"garden herbs, fresh","Herbas de jardín, frescas"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"grains and agricultural, horticultural and forestry products not included in other classes","cereales y productos agrícolas, horticulares y forestales no incluidos en otras clases"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,grains [cereals],Los cereales [Cereales]
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,oats,los oats
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,wheat,El trigo
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,foodstuffs for animals,Alimentos para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,pet food,Alimentación Pet
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,animal foodstuffs,Alimentos animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,foodstuffs for animals,Alimentos para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,edible chews for animals,SiguienteSiguienteSiguienteSiguienteSiguienteSiguienteSiguienteSiguienteSiguiente
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,animal feed,Alimento animal
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,dog biscuits,Pastel de perro
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,dog food,Alimentos para perros
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,bird food,Alimentación de aves
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,strengthening animal forage,El fortalecimiento de los animales
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,malt,Málaga
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,malt for brewing and distilling,Maltos para la cerveza y la destilación
A,Agriculture,31, Natural Agricultural Products,A.31.04,Live Animals,live animals,Animales vivos
A,Agriculture,31, Natural Agricultural Products,A.31.04,Live Animals,live animals,Animales vivos
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,las semillas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seedlings,semillas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,plant seeds,Las semillas de plantas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,raw and unprocessed grains and seeds,cereales y semillas crudas y no procesadas
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,live plants,Las plantas vivas
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,beverages for pets,bebidas para animales
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,edible pet treats,Tratamiento de animales edibles
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,litter for animals,Limpieza para los animales
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,flowers,Flores
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruits and vegetables,Frutas y verduras frescas
A,Agriculture,31, Natural Agricultural Products,A.31.03,Animal Food,strengthening animal forage,El fortalecimiento de los animales
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups and other preparations for making beverages,Sirupos y otros preparativos para la preparación de bebidas
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups for beverages,Sirup para bebidas
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,essences for making beverages,Esencia para la fabricación de bebidas
A,Agriculture,32, Beverages,A.32.01,Syrups and Preparations,syrups for making beverages,Sirupes para hacer bebidas
A,Agriculture,32, Beverages,A.32.05,Beers,beers,las cervezas
A,Agriculture,32, Beverages,A.32.05,Beers,beer,La cerveza
A,Agriculture,32, Beverages,A.32.05,Beers,beer and non-alcoholic beverages,cerveza y bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.05,Beers,malt beer,cerveza malt
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit drinks and fruit juices,Bebidas de frutas y zumos de frutas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit beverages and fruit juices,Bebidas de frutas y zumos de frutas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit juices,Juegos de fruta
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,non-alcoholic fruit juice beverages,Bebidas de jugo de fruta no alcohólico
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,vegetable juices [beverages],Juegos de hortalizas [Beverages]
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit beverages,bebidas de frutas
A,Agriculture,32, Beverages,A.32.02,Fruit Drinks and Juices,fruit-based snack food,Alimentos basados en frutas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic beverages,bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,mineral and aerated waters and other non-alcoholic drinks,agua mineral y aerada y otras bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,smoothies,Smoothies
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic drinks,bebidas no alcohólicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,non-alcoholic fruit extracts,Extractos de frutas no alcohólicos
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,isotonic beverages,bebidas isotonicas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,energy drinks,bebidas energéticas
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,seltzer water,El agua de Seltzer
A,Agriculture,32, Beverages,A.32.03,Non-Alcoholic Beverages,"aperitifs, non-alcoholic","Alimentos, no alcohólicos"
A,Agriculture,32, Beverages,A.32.04,Water,mineral and aerated waters,Agua mineral y aerada
A,Agriculture,32, Beverages,A.32.04,Water,mineral water,agua mineral
A,Agriculture,32, Beverages,A.32.04,Water,bottled water,agua en botella
A,Agriculture,32, Beverages,A.32.04,Water,table waters,Tabla de agua
A,Agriculture,32, Beverages,A.32.04,Water,drinking water,beber agua
A,Agriculture,32, Beverages,A.32.04,Water,waters [beverages],El agua [ bebidas ]
A,Agriculture,32, Beverages,A.32.99,Other Beverages,powders for effervescing beverages,Polvo para bebidas efervescentes
A,Agriculture,32, Beverages,A.32.99,Other Beverages,preparations for making beverages,Preparación de las bebidas
A,Agriculture,32, Beverages,A.32.99,Other Beverages,beer wort,La cerveza vale
A,Agriculture,32, Beverages,A.32.99,Other Beverages,extracts of hops for making beer,Extractos de hops para hacer cerveza
A,Agriculture,32, Beverages,A.32.99,Other Beverages,"cocktails, non-alcoholic","Cocktails, no alcohólicos"
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ginger beer,La cerveza Ginger
A,Agriculture,32, Beverages,A.32.99,Other Beverages,soda water,Soda de agua
A,Agriculture,32, Beverages,A.32.99,Other Beverages,whey beverages,Las bebidas de Whey
A,Agriculture,32, Beverages,A.32.99,Other Beverages,non-alcoholic honey-based beverages,Bebidas no alcohólicas basadas en miel
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice,El hielo
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice cream,El hielo
A,Agriculture,32, Beverages,A.32.99,Other Beverages,ice,El hielo
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,wines,Vinos
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,red wine,El vino rojo
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,white wine,El vino blanco
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,sparkling wines,Los vinos salvajes
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,fortified wines,Vinos fortificados
A,Agriculture,33, Alcoholic Beverages,A.33.02,Wines,still wines,Aún vinos
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,spirits,Espíritus
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,vodka,El vodka
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,gin,Gin
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,whisky,El whisky
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,rum,rum
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,brandy,Brando
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,distilled spirits,Espíritus destilados
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,spirits [beverages],Los espíritus [ bebidas ]
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,peppermint liqueurs,Peppermita de Liqueur
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,kirsch,Kirchín
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,alcohol extracts,Extractos de alcohol
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,alcohol essences,Alcohol esencia
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,bitters,amargo
A,Agriculture,33, Alcoholic Beverages,A.33.03,Spirits,"pre-mixed alcoholic beverages, other than beer-based","bebidas alcohólicas premixadas, excepto bebidas basadas en cerveza"
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,cocktails,Cocktails
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,alcoholic cocktails,Cocktails alcohólicos
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,alcoholic preparations for making beverages,Preparados alcohólicos para la preparación de bebidas
A,Agriculture,33, Alcoholic Beverages,A.33.04,Cocktails,pre-mixed alcoholic beverages,bebidas alcohólicas premixadas
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,liqueurs,Líquidos
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,digesters [liqueurs and spirits],Los espíritus[editar  editar la fonte]
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,peppermint liqueurs,Peppermita de Liqueur
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,cider,CIDER
A,Agriculture,33, Alcoholic Beverages,A.33.05,Liqueurs,perry,Perry
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages (except beers),bebidas alcohólicas (excepto las cervezas)
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages (except beer),bebidas alcohólicas (excepto cerveza)
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),"alcoholic beverages, except beer","bebidas alcohólicas, excepto la cerveza"
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),"alcoholic beverages, except beer","bebidas alcohólicas, excepto la cerveza"
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages,bebidas alcohólicas
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic beverages containing fruit,bebidas alcohólicas que contienen frutas
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic extracts,Extractos alcohólicos
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic essences,Esencias alcohólicas
A,Agriculture,33, Alcoholic Beverages,A.33.01,Alcoholic Beverages (General),alcoholic preparations for making beverages,Preparados alcohólicos para la preparación de bebidas
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,rice alcohol,Alcohol de arroz
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,sweet wine,El vino dulce
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,mulled wines,Vinos moldeados
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,piquette,Picota
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,cooking wine,Cocinar vino
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,still wines,Aún vinos
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,"fruit extracts, alcoholic","Extractos de frutas, alcohólicos"
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,whisky,El whisky
A,Agriculture,33, Alcoholic Beverages,A.33.99,Other Alcoholic Beverages,whiskey,El whisky
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant services,Servicios Restaurantes
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,services for providing food and drink,Servicios para el suministro de alimentos y bebidas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurants,Restaurantes
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food and drink catering,Alimentos y bebidas Catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,self-service restaurants,Restaurantes de autoservicio
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,self-service restaurant services,Servicios de restaurante de auto-servicio
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant and bar services,Servicios de restaurante y bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,bar services,Servicios bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,bar and restaurant services,Servicios de bar y restaurante
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,take-out restaurant services,Servicios de restauración Take-out
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,fast-food restaurant services,Servicios de restaurantes de fast food
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant reservation services,Servicios de reserva de restaurantes
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,restaurant services for the provision of fast food,Servicios de restaurantes para la entrega de alimentos rápidos
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shop services,Servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shops,Las tiendas de café
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,café services,Servicios cafés
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,café services,Servicios cafés
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafés,Cafés
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,coffee shop services,Servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,preparation of food and drink,Preparación de alimentos y bebidas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food preparation,Preparación de alimentos
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,takeaway food and drink services,Los servicios de alimentación y bebida de takeaway
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,snack-bars,bares de snack
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,snack-bar services,Servicios de snack-bar
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafeteria services,Servicios de cafetería
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,cafeterias,cafeterías
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,canteen services,Servicios de Canteón
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,canteens,Canteones
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,providing food and drink,Ofrece comida y bebida
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,provision of food and drink,Proporción de alimentos y bebidas
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering services,Servicios de catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering,Catering
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,temporary accommodation,alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,temporary accommodation reservations,Reserva de alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel services,Servicios hoteleros
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotels,Hoteles
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel accommodation services,Servicios de alojamiento hotelero
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,providing temporary accommodation,Ofrece alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,rental of temporary accommodation,Alquiler de alojamiento temporal
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,hotel reservations,Reserva hotelera
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,rental of meeting rooms,Alquiler de salas de reuniones
A,Agriculture,43, Hotels and Restaurants,A.43.02,Accommodation Services,boarding for animals,Navegación para animales
A,Agriculture,43, Hotels and Restaurants,A.43.99,Other Accomodation Services,"rental of chairs, tables, table linen, glassware","alquiler de sillas, mesas, linenas de mesa, vidrio"
A,Agriculture,43, Hotels and Restaurants,A.43.99,Other Accomodation Services,all included in class 43,Todos incluidos en la clase 43
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,food and drink catering,Alimentos y bebidas Catering
A,Agriculture,43, Hotels and Restaurants,A.43.01,Restaurant Services,catering for the provision of food and beverages,Catering para la suministro de alimentos y bebidas
B,Business services,35, Advertising and Business,B.35.01,Advertising,advertising,Publicidad
