Domain ID,Domain Name,Class ID,Class Name,Field ID,Field Name,Keywords,Keywords_it
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,tapioca,di tapioca
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,sago,Sago
A,Agriculture,30, Staple Foods,A.30.02,Staple Foods,flour,Il fiore
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,chocolate,Il cioccolato
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,confectionery,confezionatori
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,cakes,Cuccioli
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,biscuits,biscotti
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,cookies,Cookie
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,ice cream,Il gelato
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,candy,Il dolce
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,pastries,Pastori
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,pies,Piedi
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,puddings,Pudding
A,Agriculture,30, Staple Foods,A.30.03,Sweet Treats and Confectionery,edible ices,Il ghiaccio edibile
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,vinegar,Il vinicolo
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,sauces (condiments),La salsa (condizioni)
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,salt,Il sale
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,mustard,Il mustard
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,honey,Il miele
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,treacle,di Treacle
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,seasonings,Stagione
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,"vinegar, sauces (condiments)",Pezzi e salsicce (condimenti)
A,Agriculture,30, Staple Foods,A.30.04,Condiments and Sauces,condiments,condimenti
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,yeast,di YES
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,baking-powder,La polvere di baking
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,sugar,zucchero
A,Agriculture,30, Staple Foods,A.30.05,Baking and Cooking Ingredients,salt,Il sale
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,ice,Il ghiaccio
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,sandwiches,i sandwich
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,pizzas,pizza
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,crackers,dei crackers
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,cereal preparations,Preparazione cereali
A,Agriculture,30, Staple Foods,A.30.99,Other Food Items,"flour and preparations made from cereals, bread, pastry and confectionery, ices","frutta e preparati fatti da cereali, pane, pasticceria e confezioneria, gelato"
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruits and vegetables,Frutta e verdura fresca
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh vegetables,Verdure fresche
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,fresh fruit,frutta fresca
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"fruit, fresh","frutta, fresca"
A,Agriculture,31, Natural Agricultural Products,A.31.01,Fresh Produce,"vegetables, fresh","Le verdure, fresche"
A,Agriculture,31, Natural Agricultural Products,A.31.02,Agricultural Products,"agricultural, horticultural and forestry products and grains not included in other classes","prodotti e cereali agricoli, giardinali e forestali non inclusi in altre classi"
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,i semi
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,Piante e fiori naturali
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,natural plants and flowers,Piante e fiori naturali
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,seeds,i semi
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,plants,Piante
A,Agriculture,31, Natural Agricultural Products,A.31.05,Seeds and Plant Materials,trees,gli alberi
